character_id,skill_slug,level,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
acheron,base_slashed_dream_cries_in_red,4,0.1728,0.108,0.864,9,0.432,2.6784,2.16,
acheron,base_slashed_dream_cries_in_red,5,0.1824,0.114,0.912,9,0.456,2.8272,2.28,
acheron,base_slashed_dream_cries_in_red,6,0.192,0.12,0.96,9,0.48,2.976,2.4,
acheron,base_slashed_dream_cries_in_red,7,0.204,0.1275,1.02,9,0.51,3.162,2.55,
acheron,base_slashed_dream_cries_in_red,8,0.216,0.135,1.08,9,0.54,3.348,2.7,
acheron,base_slashed_dream_cries_in_red,9,0.228,0.1425,1.14,9,0.57,3.534,2.85,
acheron,base_slashed_dream_cries_in_red,10,0.24,0.15,1.2,9,0.6,3.72,3,
acheron,base_slashed_dream_cries_in_red,11,0.2496,0.156,1.248,9,0.624,3.8688,3.12,
acheron,base_slashed_dream_cries_in_red,12,0.2592,0.162,1.296,9,0.648,4.0176,3.24,
acheron,base_slashed_dream_cries_in_red,13,0.2688,0.168,1.344,9,0.672,4.1664,3.36,
acheron,base_slashed_dream_cries_in_red,14,0.2784,0.174,1.392,9,0.696,4.3152,3.48,
acheron,base_slashed_dream_cries_in_red,15,0.288,0.18,1.44,9,0.72,4.464,3.6,
acheron,base_trilateral_wiltcross,1,0.5,,,,,,,
acheron,base_trilateral_wiltcross,2,0.6,,,,,,,
acheron,base_trilateral_wiltcross,3,0.7,,,,,,,
acheron,base_trilateral_wiltcross,4,0.8,,,,,,,
acheron,base_trilateral_wiltcross,5,0.9,,,,,,,
acheron,base_trilateral_wiltcross,6,1,,,,,,,
acheron,base_trilateral_wiltcross,7,1.1,,,,,,,
acheron,base_trilateral_wiltcross,8,1.2,,,,,,,
acheron,base_trilateral_wiltcross,9,1.3,,,,,,,
acheron,base_trilateral_wiltcross,10,1.4,,,,,,,
acheron,enhanced_rainblade_1,1,0.144,0.09,0.72,,,,,
acheron,enhanced_rainblade_1,2,0.1536,0.096,0.768,,,,,
acheron,enhanced_rainblade_1,3,0.1632,0.102,0.816,,,,,
acheron,enhanced_rainblade_1,4,0.1728,0.108,0.864,,,,,
acheron,enhanced_rainblade_1,5,0.1824,0.114,0.912,,,,,
acheron,enhanced_rainblade_1,6,0.192,0.12,0.96,,,,,
acheron,enhanced_rainblade_1,7,0.204,0.1275,1.02,,,,,
acheron,enhanced_rainblade_1,8,0.216,0.135,1.08,,,,,
acheron,enhanced_rainblade_1,9,0.228,0.1425,1.14,,,,,
acheron,enhanced_rainblade_1,10,0.24,0.15,1.2,,,,,
acheron,enhanced_rainblade_1,11,0.2496,0.156,1.248,,,,,
acheron,enhanced_rainblade_1,12,0.2592,0.162,1.296,,,,,
acheron,enhanced_rainblade_1,13,0.2688,0.168,1.344,,,,,
acheron,enhanced_rainblade_1,14,0.2784,0.174,1.392,,,,,
acheron,enhanced_rainblade_1,15,0.288,0.18,1.44,,,,,
acheron,enhanced_rainblade_2,1,0.144,0.09,0.72,,,,,
acheron,enhanced_rainblade_2,2,0.1536,0.096,0.768,,,,,
acheron,enhanced_rainblade_2,3,0.1632,0.102,0.816,,,,,
acheron,enhanced_rainblade_2,4,0.1728,0.108,0.864,,,,,
acheron,enhanced_rainblade_2,5,0.1824,0.114,0.912,,,,,
acheron,enhanced_rainblade_2,6,0.192,0.12,0.96,,,,,
acheron,enhanced_rainblade_2,7,0.204,0.1275,1.02,,,,,
acheron,enhanced_rainblade_2,8,0.216,0.135,1.08,,,,,
acheron,enhanced_rainblade_2,9,0.228,0.1425,1.14,,,,,
acheron,enhanced_rainblade_2,10,0.24,0.15,1.2,,,,,
acheron,enhanced_rainblade_2,11,0.2496,0.156,1.248,,,,,
acheron,enhanced_rainblade_2,12,0.2592,0.162,1.296,,,,,
acheron,enhanced_rainblade_2,13,0.2688,0.168,1.344,,,,,
acheron,enhanced_rainblade_2,14,0.2784,0.174,1.392,,,,,
acheron,enhanced_rainblade_2,15,0.288,0.18,1.44,,,,,
acheron,enhanced_rainblade_3,1,0.144,0.09,0.72,,,,,
acheron,enhanced_rainblade_3,2,0.1536,0.096,0.768,,,,,
acheron,enhanced_rainblade_3,3,0.1632,0.102,0.816,,,,,
acheron,enhanced_rainblade_3,4,0.1728,0.108,0.864,,,,,
acheron,enhanced_rainblade_3,5,0.1824,0.114,0.912,,,,,
acheron,enhanced_rainblade_3,6,0.192,0.12,0.96,,,,,
acheron,enhanced_rainblade_3,7,0.204,0.1275,1.02,,,,,
acheron,enhanced_rainblade_3,8,0.216,0.135,1.08,,,,,
acheron,enhanced_rainblade_3,9,0.228,0.1425,1.14,,,,,
acheron,enhanced_rainblade_3,10,0.24,0.15,1.2,,,,,
acheron,enhanced_rainblade_3,11,0.2496,0.156,1.248,,,,,
acheron,enhanced_rainblade_3,12,0.2592,0.162,1.296,,,,,
acheron,enhanced_rainblade_3,13,0.2688,0.168,1.344,,,,,
acheron,enhanced_rainblade_3,14,0.2784,0.174,1.392,,,,,
acheron,enhanced_rainblade_3,15,0.288,0.18,1.44,,,,,
acheron,enhanced_stygian_resurge,1,0.72,,,,,,,
acheron,enhanced_stygian_resurge,2,0.768,,,,,,,
acheron,enhanced_stygian_resurge,3,0.816,,,,,,,
acheron,enhanced_stygian_resurge,4,0.864,,,,,,,
acheron,enhanced_stygian_resurge,5,0.912,,,,,,,
acheron,enhanced_stygian_resurge,6,0.96,,,,,,,
acheron,enhanced_stygian_resurge,7,1.02,,,,,,,
acheron,enhanced_stygian_resurge,8,1.08,,,,,,,
acheron,enhanced_stygian_resurge,9,1.14,,,,,,,
acheron,enhanced_stygian_resurge,10,1.2,,,,,,,
acheron,enhanced_stygian_resurge,11,1.248,,,,,,,
acheron,enhanced_stygian_resurge,12,1.296,,,,,,,
acheron,enhanced_stygian_resurge,13,1.344,,,,,,,
acheron,enhanced_stygian_resurge,14,1.392,,,,,,,
acheron,enhanced_stygian_resurge,15,1.44,,,,,,,
aglaea,base_dance_destined_weaveress,1,0.1,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,2,0.105,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,3,0.11,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,4,0.115,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,5,0.12,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,6,0.125,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,7,0.13125,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,8,0.1375,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,9,0.14375,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,10,0.15,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,11,0.155,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,12,0.16,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,13,0.165,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,14,0.17,0,0,100,0,0,,
aglaea,base_dance_destined_weaveress,15,0.175,0,0,100,0,0,,
aglaea,base_meteoric_sunder,1,1,30,,,,,,
aglaea,base_rise_exalted_renown,1,0.25,0,5,,,,,
aglaea,base_rise_exalted_renown,2,0.275,0,5,,,,,
aglaea,base_rise_exalted_renown,3,0.3,0,5,,,,,
aglaea,base_rise_exalted_renown,4,0.325,0,5,,,,,
aglaea,base_rise_exalted_renown,5,0.35,0,5,,,,,
aglaea,base_rise_exalted_renown,6,0.375,0,5,,,,,
aglaea,base_rise_exalted_renown,7,0.40625,0,5,,,,,
aglaea,base_rise_exalted_renown,8,0.4375,0,5,,,,,
aglaea,base_rise_exalted_renown,9,0.46875,0,5,,,,,
aglaea,base_rise_exalted_renown,10,0.5,0,5,,,,,
aglaea,base_rise_exalted_renown,11,0.525,0,5,,,,,
aglaea,base_rise_exalted_renown,12,0.55,0,5,,,,,
aglaea,base_rise_exalted_renown,13,0.575,0,5,,,,,
aglaea,base_rise_exalted_renown,14,0.6,0,5,,,,,
aglaea,base_rise_exalted_renown,15,0.625,0,5,,,,,
aglaea,base_rosy_fingered,1,0.12,0,0,0.35,0.44,180,,
aglaea,base_rosy_fingered,2,0.138,0,0,0.35,0.4675,247.5,,
aglaea,base_rosy_fingered,3,0.156,0,0,0.35,0.495,315,,
aglaea,base_rosy_fingered,4,0.174,0,0,0.35,0.5225,382.5,,
aglaea,base_rosy_fingered,5,0.192,0,0,0.35,0.55,450,,
aglaea,base_rosy_fingered,6,0.21,0,0,0.35,0.572,504,,
aglaea,base_rosy_fingered,7,0.2325,0,0,0.35,0.594,558,,
aglaea,base_rosy_fingered,8,0.255,0,0,0.35,0.616,612,,
aglaea,base_rosy_fingered,9,0.2775,0,0,0.35,0.638,666,,
aglaea,base_rosy_fingered,10,0.3,0,0,0.35,0.66,720,,
aglaea,base_rosy_fingered,11,0.318,0,0,0.35,0.682,774,,
aglaea,base_rosy_fingered,12,0.336,0,0,0.35,0.704,828,,
aglaea,base_rosy_fingered,13,0.354,0,0,0.35,0.726,882,,
aglaea,base_rosy_fingered,14,0.372,0,0,0.35,0.748,936,,
aglaea,base_rosy_fingered,15,0.39,0,0,0.35,0.77,990,,
aglaea,base_thorned_nectar,1,0.5,1,,,,,,
aglaea,base_thorned_nectar,2,0.6,1,,,,,,
aglaea,base_thorned_nectar,3,0.7,1,,,,,,
aglaea,base_thorned_nectar,4,0.8,1,,,,,,
aglaea,base_thorned_nectar,5,0.9,1,,,,,,
aglaea,base_thorned_nectar,6,1,1,,,,,,
aglaea,base_thorned_nectar,7,1.1,1,,,,,,
aglaea,base_thorned_nectar,8,1.2,1,,,,,,
aglaea,base_thorned_nectar,9,1.3,1,,,,,,
aglaea,base_thorned_nectar,10,1.4,1,,,,,,
aglaea,enhanced_rise_exalted_renown,1,0.25,,,,,,,
aglaea,enhanced_rise_exalted_renown,2,0.275,,,,,,,
aglaea,enhanced_rise_exalted_renown,3,0.3,,,,,,,
aglaea,enhanced_rise_exalted_renown,4,0.325,,,,,,,
aglaea,enhanced_rise_exalted_renown,5,0.35,,,,,,,
aglaea,enhanced_rise_exalted_renown,6,0.375,,,,,,,
aglaea,enhanced_rise_exalted_renown,7,0.40625,,,,,,,
aglaea,enhanced_rise_exalted_renown,8,0.4375,,,,,,,
aglaea,enhanced_rise_exalted_renown,9,0.46875,,,,,,,
aglaea,enhanced_rise_exalted_renown,10,0.5,,,,,,,
aglaea,enhanced_rise_exalted_renown,11,0.525,,,,,,,
aglaea,enhanced_rise_exalted_renown,12,0.55,,,,,,,
aglaea,enhanced_rise_exalted_renown,13,0.575,,,,,,,
aglaea,enhanced_rise_exalted_renown,14,0.6,,,,,,,
aglaea,enhanced_rise_exalted_renown,15,0.625,,,,,,,
aglaea,enhanced_slash_by_a_thousandfold_kiss,1,1,0.45,1,0.45,,,,
aglaea,enhanced_slash_by_a_thousandfold_kiss,2,1.2,0.54,1.2,0.54,,,,
aglaea,enhanced_slash_by_a_thousandfold_kiss,3,1.4,0.63,1.4,0.63,,,,
aglaea,enhanced_slash_by_a_thousandfold_kiss,4,1.6,0.72,1.6,0.72,,,,
aglaea,enhanced_slash_by_a_thousandfold_kiss,5,1.8,0.81,1.8,0.81,,,,
aglaea,enhanced_slash_by_a_thousandfold_kiss,6,2,0.9,2,0.9,,,,
aglaea,enhanced_slash_by_a_thousandfold_kiss,7,2.2,0.99,2.2,0.99,,,,
aglaea,enhanced_slash_by_a_thousandfold_kiss,8,2.4,1.08,2.4,1.08,,,,
aglaea,enhanced_slash_by_a_thousandfold_kiss,9,2.6,1.17,2.6,1.17,,,,
aglaea,enhanced_slash_by_a_thousandfold_kiss,10,2.8,1.26,2.8,1.26,,,,
anaxa,base_fractal_exiles_fallacy,1,0.35,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,2,0.385,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,3,0.42,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,4,0.455,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,5,0.49,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,6,0.525,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,7,0.56875,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,8,0.6125,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,9,0.65625,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,10,0.7,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,11,0.735,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,12,0.77,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,13,0.805,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,14,0.84,4,0.2,,,,,
anaxa,base_fractal_exiles_fallacy,15,0.875,4,0.2,,,,,
anaxa,base_pain_brews_truth,1,0.5,,,,,,,
anaxa,base_pain_brews_truth,2,0.6,,,,,,,
anaxa,base_pain_brews_truth,3,0.7,,,,,,,
anaxa,base_pain_brews_truth,4,0.8,,,,,,,
anaxa,base_pain_brews_truth,5,0.9,,,,,,,
anaxa,base_pain_brews_truth,6,1,,,,,,,
anaxa,base_pain_brews_truth,7,1.1,,,,,,,
anaxa,base_pain_brews_truth,8,1.2,,,,,,,
anaxa,base_pain_brews_truth,9,1.3,,,,,,,
anaxa,base_pain_brews_truth,10,1.4,,,,,,,
anaxa,base_prism_of_the_pupil,1,10,3,,,,,,
anaxa,base_sprouting_life_sculpts_earth,1,0.8,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,2,0.88,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,3,0.96,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,4,1.04,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,5,1.12,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,6,1.2,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,7,1.3,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,8,1.4,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,9,1.5,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,10,1.6,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,11,1.68,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,12,1.76,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,13,1.84,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,14,1.92,,,,,,,
anaxa,base_sprouting_life_sculpts_earth,15,2,,,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,1,0.18,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,2,0.192,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,3,0.204,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,4,0.216,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,5,0.228,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,6,0.24,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,7,0.255,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,8,0.27,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,9,0.285,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,10,0.3,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,11,0.312,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,12,0.324,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,13,0.336,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,14,0.348,3,5,,,,,
anaxa,base_tetrad_wisdom_reigns_thrice,15,0.36,3,5,,,,,
archer,base_caladbolg_ii_fake_spiral_sword,1,1.8,0.6,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,2,1.98,0.64,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,3,2.16,0.68,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,4,2.34,0.72,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,5,2.52,0.76,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,6,2.7,0.8,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,7,2.925,0.85,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,8,3.15,0.9,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,9,3.375,0.95,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,10,3.6,1,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,11,3.78,1.04,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,12,3.96,1.08,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,13,4.14,1.12,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,14,4.32,1.16,2,1,5,,,
archer,base_caladbolg_ii_fake_spiral_sword,15,4.5,1.2,2,1,5,,,
archer,base_clairvoyance,1,2,1,,,,,,
archer,base_kanshou_and_bakuya,1,0.5,,,,,,,
archer,base_kanshou_and_bakuya,2,0.6,,,,,,,
archer,base_kanshou_and_bakuya,3,0.7,,,,,,,
archer,base_kanshou_and_bakuya,4,0.8,,,,,,,
archer,base_kanshou_and_bakuya,5,0.9,,,,,,,
archer,base_kanshou_and_bakuya,6,1,,,,,,,
archer,base_kanshou_and_bakuya,7,1.1,,,,,,,
archer,base_kanshou_and_bakuya,8,1.2,,,,,,,
archer,base_kanshou_and_bakuya,9,1.3,,,,,,,
archer,base_mind_s_eye_true,1,1,,,,,,,
archer,base_mind_s_eye_true,2,1.1,,,,,,,
archer,base_mind_s_eye_true,3,1.2,,,,,,,
archer,base_mind_s_eye_true,4,1.3,,,,,,,
archer,base_mind_s_eye_true,5,1.4,,,,,,,
archer,base_mind_s_eye_true,6,1.5,,,,,,,
archer,base_mind_s_eye_true,7,1.625,,,,,,,
archer,base_mind_s_eye_true,8,1.75,,,,,,,
archer,base_mind_s_eye_true,9,1.875,,,,,,,
archer,base_mind_s_eye_true,10,2,,,,,,,
archer,base_mind_s_eye_true,11,2.1,,,,,,,
archer,base_mind_s_eye_true,12,2.2,,,,,,,
archer,base_mind_s_eye_true,13,2.3,,,,,,,
archer,base_mind_s_eye_true,14,2.4,,,,,,,
archer,base_mind_s_eye_true,15,2.5,,,,,,,
archer,base_unlimited_blade_works,1,6,2,4,,,,,
archer,base_unlimited_blade_works,2,6.4,2,4,,,,,
archer,base_unlimited_blade_works,3,6.8,2,4,,,,,
archer,base_unlimited_blade_works,4,7.2,2,4,,,,,
archer,base_unlimited_blade_works,5,7.6,2,4,,,,,
archer,base_unlimited_blade_works,6,8,2,4,,,,,
archer,base_unlimited_blade_works,7,8.5,2,4,,,,,
archer,base_unlimited_blade_works,8,9,2,4,,,,,
archer,base_unlimited_blade_works,9,9.5,2,4,,,,,
archer,base_unlimited_blade_works,10,10,2,4,,,,,
archer,base_unlimited_blade_works,11,10.4,2,4,,,,,
archer,base_unlimited_blade_works,12,10.8,2,4,,,,,
archer,base_unlimited_blade_works,13,11.2,2,4,,,,,
archer,base_unlimited_blade_works,14,11.6,2,4,,,,,
archer,base_unlimited_blade_works,15,12,2,4,,,,,
archer,enhanced_end,1,,,,,,,,
argenti,base_fleeting_fragrance,1,0.5,,,,,,,
argenti,base_fleeting_fragrance,2,0.6,,,,,,,
argenti,base_fleeting_fragrance,3,0.7,,,,,,,
argenti,base_fleeting_fragrance,4,0.8,,,,,,,
argenti,base_fleeting_fragrance,5,0.9,,,,,,,
argenti,base_fleeting_fragrance,6,1,,,,,,,
argenti,base_fleeting_fragrance,7,1.1,,,,,,,
argenti,base_fleeting_fragrance,8,1.2,,,,,,,
argenti,base_fleeting_fragrance,9,1.3,,,,,,,
argenti,base_fleeting_fragrance,10,1.4,,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,1,0.96,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,2,1.024,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,3,1.088,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,4,1.152,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,5,1.216,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,6,1.28,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,7,1.36,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,8,1.44,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,9,1.52,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,10,1.6,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,11,1.664,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,12,1.728,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,13,1.792,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,14,1.856,90,,,,,,
argenti,base_for_in_this_garden_supreme_beauty_bestows,15,1.92,90,,,,,,
argenti,base_justice_hereby_blooms,1,0.6,,,,,,,
argenti,base_justice_hereby_blooms,2,0.66,,,,,,,
argenti,base_justice_hereby_blooms,3,0.72,,,,,,,
argenti,base_justice_hereby_blooms,4,0.78,,,,,,,
argenti,base_justice_hereby_blooms,5,0.84,,,,,,,
argenti,base_justice_hereby_blooms,6,0.9,,,,,,,
argenti,base_justice_hereby_blooms,7,0.975,,,,,,,
argenti,base_justice_hereby_blooms,8,1.05,,,,,,,
argenti,base_justice_hereby_blooms,9,1.125,,,,,,,
argenti,base_justice_hereby_blooms,10,1.2,,,,,,,
argenti,base_justice_hereby_blooms,11,1.26,,,,,,,
argenti,base_justice_hereby_blooms,12,1.32,,,,,,,
argenti,base_justice_hereby_blooms,13,1.38,,,,,,,
argenti,base_justice_hereby_blooms,14,1.44,,,,,,,
argenti,base_justice_hereby_blooms,15,1.5,,,,,,,
argenti,base_manifesto_of_purest_virtue,1,10,0.8,15,,,,,
argenti,base_sublime_object,1,3,0.01,10,,,,,
argenti,base_sublime_object,2,3,0.0115,10,,,,,
argenti,base_sublime_object,3,3,0.013,10,,,,,
argenti,base_sublime_object,4,3,0.0145,10,,,,,
argenti,base_sublime_object,5,3,0.016,10,,,,,
argenti,base_sublime_object,6,3,0.0175,10,,,,,
argenti,base_sublime_object,7,3,0.019375,10,,,,,
argenti,base_sublime_object,8,3,0.02125,10,,,,,
argenti,base_sublime_object,9,3,0.023125,10,,,,,
argenti,base_sublime_object,10,3,0.025,10,,,,,
argenti,base_sublime_object,11,3,0.0265,10,,,,,
argenti,base_sublime_object,12,3,0.028,10,,,,,
argenti,base_sublime_object,13,3,0.0295,10,,,,,
argenti,base_sublime_object,14,3,0.031,10,,,,,
argenti,base_sublime_object,15,3,0.0325,10,,,,,
argenti,enhanced_merit_bestowed_in_my_garden,1,1.68,6,0.57,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,2,1.792,6,0.608,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,3,1.904,6,0.646,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,4,2.016,6,0.684,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,5,2.128,6,0.722,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,6,2.24,6,0.76,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,7,2.38,6,0.8075,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,8,2.52,6,0.855,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,9,2.66,6,0.9025,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,10,2.8,6,0.95,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,11,2.912,6,0.988,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,12,3.024,6,1.026,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,13,3.136,6,1.064,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,14,3.248,6,1.102,180,,,,
argenti,enhanced_merit_bestowed_in_my_garden,15,3.36,6,1.14,180,,,,
arlan,base_frenzied_punishment,1,1.92,0.96,,,,,,
arlan,base_frenzied_punishment,2,2.048,1.024,,,,,,
arlan,base_frenzied_punishment,3,2.176,1.088,,,,,,
arlan,base_frenzied_punishment,4,2.304,1.152,,,,,,
arlan,base_frenzied_punishment,5,2.432,1.216,,,,,,
arlan,base_frenzied_punishment,6,2.56,1.28,,,,,,
arlan,base_frenzied_punishment,7,2.72,1.36,,,,,,
arlan,base_frenzied_punishment,8,2.88,1.44,,,,,,
arlan,base_frenzied_punishment,9,3.04,1.52,,,,,,
arlan,base_frenzied_punishment,10,3.2,1.6,,,,,,
arlan,base_frenzied_punishment,11,3.328,1.664,,,,,,
arlan,base_frenzied_punishment,12,3.456,1.728,,,,,,
arlan,base_frenzied_punishment,13,3.584,1.792,,,,,,
arlan,base_frenzied_punishment,14,3.712,1.856,,,,,,
arlan,base_frenzied_punishment,15,3.84,1.92,,,,,,
arlan,base_lightning_rush,1,0.5,,,,,,,
arlan,base_lightning_rush,2,0.6,,,,,,,
arlan,base_lightning_rush,3,0.7,,,,,,,
arlan,base_lightning_rush,4,0.8,,,,,,,
arlan,base_lightning_rush,5,0.9,,,,,,,
arlan,base_lightning_rush,6,1,,,,,,,
